Vehicle_ID,Station_ID,Vehicle_Type,Battery_Capacity_kWh,Manufacturer,Model_Name,Registration_Year,Owner_Type
50386,17487,Electric Scooter,95.7,Volvo,C40 Recharge,2023,Municipal Utility
50387,28416,Compact SUV,92,MG,Comet EV,2022,Corporate
50388,19228,Pickup,43.8,Mercedes-Benz,EQE,2024,Government
50389,19349,Electric Scooter,53.4,Ford,Mustang Mach-E,2018,Corporate
50390,25276,Compact SUV,81,Jeep,Avenger EV,2020,Rental Agency
50391,13052,Crossover,93.5,Honda,Prologue,2025,Delivery Service
50392,24536,Electric Bike,86.3,Mahindra,BE.05,2021,Fleet
50393,21787,Minivan,34.5,Volvo,XC40 Recharge,2020,Rental Agency
50394,20051,Luxury Sedan,86.2,Mahindra,XUV400,2024,Rental Agency
50395,13038,Luxury Sedan,69.2,Volvo,C40 Recharge,2022,Taxi Operator
50396,29924,Three-Wheeler,95,Jeep,Avenger EV,2025,Delivery Service
50397,25585,Compact SUV,50.8,BYD,e6,2024,Municipal Utility
50398,26864,Three-Wheeler,67.1,Nissan,Ariya,2024,Rental Agency
50399,10224,Coupe,91,Nissan,Leaf,2020,Taxi Operator
50400,17976,Compact SUV,46.3,BMW,iX,2020,Delivery Service
50401,15475,Truck,82.8,Mercedes-Benz,EQB,2018,Delivery Service
50402,20110,SUV,39.2,Honda,Prologue,2024,Government
50403,21536,Crossover,41,MG,Comet EV,2021,Government
50404,21691,SUV,81.6,Mercedes-Benz,EQE,2019,Taxi Operator
50405,12965,Hatchback,94.4,Jeep,Avenger EV,2018,Individual
50406,26270,Coupe,48.7,Hyundai,Kona Electric,2022,Taxi Operator
50407,25178,Sedan,39,Kia,EV6,2019,Government
50408,29708,SUV,38.1,Volvo,C40 Recharge,2024,Fleet
50409,18214,Electric Scooter,38,Volvo,C40 Recharge,2023,Corporate
50410,25702,Electric Scooter,80.8,Tesla,Model Y,2021,Corporate
50411,29226,Pickup,90.2,Mercedes-Benz,EQS,2024,Rental Agency
50412,10040,Coupe,75.1,Renault,ZOE,2018,Fleet
50413,28909,Luxury Sedan,69,Skoda,Enyaq iV,2024,Rental Agency
50414,13065,Hatchback,55.2,Skoda,Enyaq iV,2023,Municipal Utility
50415,19827,Coupe,73.7,Audi,Q4 e-tron,2023,Delivery Service
50416,14960,Compact SUV,67.5,Honda,e,2025,Corporate
50417,11666,Crossover,53.3,Tata,Tigor EV,2025,Municipal Utility
50418,29177,Three-Wheeler,66.2,Ford,Mustang Mach-E,2021,Ride-Sharing Partner
50419,28796,Luxury Sedan,80.5,Citroën,ë-C3,2024,Taxi Operator
50420,26995,Convertible,89.2,Volkswagen,ID.3,2020,Fleet
50421,17831,Coupe,42.3,Kia,Soul EV,2021,Municipal Utility
50422,17016,Three-Wheeler,30.7,BYD,Atto 3,2023,Educational Institution
50423,25864,Electric Bike,34.9,Tata,Tigor EV,2025,Individual
50424,12976,Electric Bike,98.8,Citroën,ë-C3,2018,Ride-Sharing Partner
50425,15580,Three-Wheeler,41.8,Renault,K-ZE,2021,Corporate
50426,22330,Sedan,30.7,Jeep,Avenger EV,2024,Ride-Sharing Partner
50427,23512,Van,44.9,Ford,F-150 Lightning,2024,Taxi Operator
50428,28038,Crossover,62.7,Tata,Punch EV,2018,Delivery Service
50429,22113,Hatchback,35.6,BMW,iX,2024,Taxi Operator
50430,24110,Coupe,54,Hyundai,Ioniq 5,2025,Individual
50431,29729,Luxury Sedan,88.9,Volkswagen,ID.4,2018,Municipal Utility
50432,27383,Three-Wheeler,43.4,Skoda,Enyaq iV,2021,Municipal Utility
50433,25790,Hatchback,52,Jeep,Avenger EV,2021,Educational Institution
50434,25097,Pickup,98.8,Renault,ZOE,2018,Rental Agency
50435,28180,Electric Scooter,94.1,Ford,Mustang Mach-E,2022,Rental Agency
50436,28928,Luxury Sedan,36,Maruti Suzuki,eVX,2022,Individual
50437,13659,Crossover,73.4,Ford,F-150 Lightning,2019,Corporate
50438,22867,Van,82.9,Ford,F-150 Lightning,2021,Municipal Utility
50439,21094,Electric Scooter,62,Renault,ZOE,2020,Rental Agency
50440,17506,Sedan,95.6,Renault,K-ZE,2019,Corporate
50441,23332,Electric Scooter,43.1,Volvo,C40 Recharge,2018,Corporate
50442,23683,Crossover,67.8,Volvo,C40 Recharge,2024,Educational Institution
50443,15412,Electric Bike,98.5,Maruti Suzuki,Futuro-e,2025,Delivery Service
50444,17111,Compact SUV,57,Renault,K-ZE,2021,Government
50445,29144,Electric Bike,52.9,Nissan,Ariya,2021,Corporate
50446,27514,Van,65.8,Maruti Suzuki,eVX,2025,Ride-Sharing Partner
50447,15531,Luxury Sedan,95.2,Citroën,ë-C3,2018,Educational Institution
50448,11584,Sedan,92.9,Kia,Soul EV,2024,Fleet
50449,12335,Luxury Sedan,54.9,Mahindra,eVerito,2021,Corporate
50450,28280,Three-Wheeler,97.9,Mahindra,eVerito,2023,Fleet
50451,26457,Hatchback,84.2,Mercedes-Benz,EQS,2018,Municipal Utility
50452,22416,Coupe,80.3,Hyundai,Kona Electric,2021,Corporate
50453,22025,Crossover,41.7,Skoda,Enyaq iV,2020,Taxi Operator
50454,21682,Truck,71.9,Citroën,ë-C3,2020,Taxi Operator
50455,24729,Electric Bike,34.5,Mercedes-Benz,EQS,2018,Educational Institution
50456,26535,Truck,52.7,Honda,e,2021,Corporate
50457,29347,Three-Wheeler,68.3,Mahindra,XUV400,2023,Taxi Operator
50458,16963,Compact SUV,42.5,Renault,K-ZE,2022,Educational Institution
50459,21782,SUV,35,Jeep,Avenger EV,2018,Educational Institution
50460,21682,Three-Wheeler,73.3,Ford,Mustang Mach-E,2021,Taxi Operator
50461,20824,Van,83.5,Jeep,Avenger EV,2023,Educational Institution
50462,26920,Compact SUV,83.7,Nissan,Ariya,2022,Municipal Utility
50463,10570,Luxury Sedan,87.5,BMW,iX,2019,Government
50464,24140,Van,77.5,Maruti Suzuki,eVX,2025,Individual
50465,10408,Coupe,40.5,Ford,F-150 Lightning,2019,Ride-Sharing Partner
50466,20410,Compact SUV,37.7,Hyundai,Ioniq 5,2019,Individual
50467,27884,Three-Wheeler,63.8,Honda,e,2020,Individual
50468,10957,Crossover,62.2,BYD,Seal,2021,Taxi Operator
50469,18356,Hatchback,85.9,BMW,i7,2018,Ride-Sharing Partner
50470,27651,Minivan,38.6,Maruti Suzuki,Futuro-e,2023,Corporate
50471,20843,Truck,59.1,Citroën,ë-C3,2018,Rental Agency
50472,11807,Compact SUV,36.5,Jeep,Avenger EV,2020,Educational Institution
50473,18460,Compact SUV,42.1,Jeep,Avenger EV,2024,Corporate
50474,18776,Three-Wheeler,66.3,Volvo,XC40 Recharge,2021,Fleet
50475,28775,Electric Bike,31.6,Citroën,ë-C3,2024,Rental Agency
50476,23645,Hatchback,51.6,Hyundai,Kona Electric,2021,Municipal Utility
50477,20652,Luxury Sedan,57.2,Mahindra,BE.05,2024,Individual
50478,10363,Van,36,MG,Comet EV,2022,Educational Institution
50479,14415,Minivan,58.6,Mahindra,eVerito,2025,Individual
50480,22283,Minivan,73.9,Mercedes-Benz,EQB,2018,Corporate
50481,19751,Crossover,88.1,Volvo,XC40 Recharge,2024,Ride-Sharing Partner
50482,23182,SUV,51.4,Nissan,Ariya,2024,Individual
50483,27208,Luxury Sedan,44.4,Hyundai,Kona Electric,2021,Fleet
50484,23471,Minivan,53.2,Citroën,ë-C3,2025,Educational Institution
50485,27738,Luxury Sedan,46.6,Mercedes-Benz,EQB,2021,Government
50486,21387,Truck,65,Ford,Mustang Mach-E,2020,Corporate
50487,12164,Truck,33,Honda,e,2018,Fleet
50488,13809,Hatchback,63.5,Skoda,Enyaq iV,2024,Municipal Utility
50489,16550,Coupe,67,Jeep,Avenger EV,2019,Rental Agency
50490,15972,Luxury Sedan,44.4,Citroën,ë-C3,2018,Individual
50491,18660,Hatchback,84.8,BYD,e6,2025,Taxi Operator
50492,28910,Electric Scooter,98.5,BMW,i4,2020,Corporate
50493,22380,Van,36,MG,ZS EV,2022,Municipal Utility
50494,18902,Crossover,92.8,Audi,Q4 e-tron,2022,Delivery Service
50495,16234,Van,92.3,Honda,Prologue,2021,Individual
50496,22148,Luxury Sedan,43.6,Mahindra,eVerito,2023,Government
50497,25420,Three-Wheeler,89.5,BMW,i7,2018,Delivery Service
50498,23145,Convertible,71.6,BYD,Atto 3,2019,Government
50499,19398,Hatchback,95.9,Mahindra,BE.05,2024,Rental Agency
50500,11769,Compact SUV,77.9,Mercedes-Benz,EQS,2025,Delivery Service
50501,17965,Electric Bike,45.1,Renault,ZOE,2022,Fleet
50502,27737,Pickup,72.2,BMW,i4,2019,Corporate
50503,24752,Convertible,74.7,Mercedes-Benz,EQS,2020,Delivery Service
50504,27148,Compact SUV,34.6,Maruti Suzuki,eVX,2021,Fleet
50505,15405,Coupe,72.6,Citroën,ë-C3,2019,Individual
50506,27457,Minivan,91.9,Tata,Nexon EV,2019,Corporate
50507,12209,Van,30.3,Ford,F-150 Lightning,2022,Corporate
50508,27889,Compact SUV,36.3,BYD,Atto 3,2020,Educational Institution
50509,22996,Luxury Sedan,66.7,Ford,Mustang Mach-E,2019,Fleet
50510,25284,Truck,36.1,Audi,Q4 e-tron,2019,Delivery Service
50511,12905,Compact SUV,62.5,Tata,Punch EV,2018,Government
50512,18260,Sedan,57.6,MG,ZS EV,2019,Corporate
50513,29635,Crossover,59.7,Volkswagen,ID.4,2019,Rental Agency
50514,20503,Luxury Sedan,35.6,Honda,e,2019,Individual
50515,18065,SUV,30.3,BYD,e6,2019,Government
50516,29963,Crossover,73.6,Jeep,Avenger EV,2018,Municipal Utility
50517,12311,Van,97.3,Skoda,Enyaq iV,2020,Government
50518,25346,Truck,42.8,BYD,Seal,2020,Delivery Service
50519,13185,Electric Bike,84.1,Jeep,Avenger EV,2023,Individual
50520,21598,Electric Scooter,54.6,Ford,Mustang Mach-E,2023,Municipal Utility
50521,16676,Pickup,75.6,Hyundai,Kona Electric,2024,Ride-Sharing Partner
50522,20996,Sedan,93.4,Ford,F-150 Lightning,2024,Municipal Utility
50523,11342,Truck,35.9,Nissan,Leaf,2023,Delivery Service
50524,28086,Coupe,87.5,Honda,e,2023,Fleet
50525,16658,SUV,99.5,Skoda,Enyaq iV,2024,Taxi Operator
50526,13718,Coupe,48.3,Jeep,Avenger EV,2024,Municipal Utility
50527,14769,Crossover,76.5,Tesla,Model 3,2018,Municipal Utility
50528,29392,Electric Scooter,57.6,Renault,ZOE,2020,Taxi Operator
50529,27073,Convertible,82.9,BMW,iX,2021,Rental Agency
50530,19463,Electric Scooter,80.4,Citroën,ë-C3,2018,Educational Institution
50531,18468,Sedan,46.9,Hyundai,Kona Electric,2019,Fleet
50532,20692,Luxury Sedan,51.2,Skoda,Enyaq iV,2021,Educational Institution
50533,21826,Truck,66.9,Tata,Tigor EV,2019,Delivery Service
50534,25543,Truck,70.2,Renault,ZOE,2024,Municipal Utility
50535,10621,Electric Bike,58.2,Nissan,Leaf,2018,Municipal Utility
50536,24133,Hatchback,98.3,Volkswagen,ID.4,2024,Corporate
50537,22158,Electric Scooter,68,Volvo,XC40 Recharge,2025,Ride-Sharing Partner
50538,19664,Compact SUV,83.9,Skoda,Enyaq iV,2018,Taxi Operator
50539,19335,Van,46.8,Renault,K-ZE,2022,Municipal Utility
50540,11208,SUV,66.4,Honda,e,2020,Municipal Utility
50541,23265,SUV,51.6,Jeep,Avenger EV,2025,Fleet
50542,28382,Electric Scooter,47.1,BMW,i4,2019,Government
50543,29792,Three-Wheeler,32.7,Jeep,Avenger EV,2022,Delivery Service
50544,25881,Coupe,32.3,BMW,i4,2023,Rental Agency
50545,21538,Minivan,32.2,Nissan,Ariya,2024,Individual
50546,12583,Convertible,68.7,Skoda,Enyaq iV,2022,Educational Institution
50547,29750,Electric Bike,36.2,Skoda,Enyaq iV,2025,Fleet
50548,28576,Sedan,55.8,Ford,Mustang Mach-E,2023,Taxi Operator
50549,14518,SUV,57.8,Kia,Soul EV,2022,Fleet
50550,29948,Compact SUV,54.7,Renault,ZOE,2018,Taxi Operator
50551,28939,Van,38.9,Ford,Mustang Mach-E,2025,Delivery Service
50552,20103,Coupe,67.4,Kia,EV6,2022,Individual
50553,22246,Sedan,83.8,Volkswagen,ID.4,2020,Municipal Utility
50554,11223,Luxury Sedan,92.6,Skoda,Enyaq iV,2023,Taxi Operator
50555,13078,Crossover,63.2,Maruti Suzuki,eVX,2024,Government
50556,23004,Van,76.2,Hyundai,Ioniq 5,2018,Individual
50557,15969,Three-Wheeler,47.7,BYD,Atto 3,2022,Rental Agency
50558,17153,Electric Scooter,97.1,Tesla,Model S,2022,Delivery Service
50559,24316,Crossover,76.2,Volvo,C40 Recharge,2023,Government
50560,24012,Electric Scooter,84.2,Nissan,Ariya,2020,Municipal Utility
50561,10717,Compact SUV,60.9,Tata,Punch EV,2021,Corporate
50562,12596,Pickup,58.4,Maruti Suzuki,eVX,2020,Individual
50563,26435,SUV,44.7,Honda,e,2025,Ride-Sharing Partner
50564,21674,Luxury Sedan,30.6,BMW,i7,2025,Ride-Sharing Partner
50565,20027,Convertible,63.9,Audi,e-tron,2023,Municipal Utility
50566,12345,Coupe,94.5,Volkswagen,ID.3,2022,Educational Institution
50567,13207,Truck,64.5,Nissan,Leaf,2025,Corporate
50568,22326,Crossover,59.5,Skoda,Enyaq iV,2022,Rental Agency
50569,24556,Electric Scooter,37.4,Kia,Soul EV,2023,Individual
50570,18574,Truck,54.9,Maruti Suzuki,Futuro-e,2020,Individual
50571,11194,Electric Bike,45.7,Honda,e,2025,Rental Agency
50572,11689,Electric Bike,71.8,Skoda,Enyaq iV,2025,Rental Agency
50573,23844,Pickup,65.7,Audi,Q4 e-tron,2022,Municipal Utility
50574,22181,Convertible,46.5,Tata,Punch EV,2021,Fleet
50575,14716,SUV,97,Renault,ZOE,2025,Fleet
50576,18284,Electric Bike,89.5,MG,ZS EV,2024,Individual
50577,25869,Convertible,44,MG,Comet EV,2023,Ride-Sharing Partner
50578,28143,Minivan,74,BMW,i7,2023,Municipal Utility
50579,24516,SUV,42.3,Kia,EV6,2018,Fleet
50580,10664,Electric Bike,78,Jeep,Avenger EV,2022,Corporate
50581,24068,Convertible,44.7,Maruti Suzuki,eVX,2019,Educational Institution
50582,18812,Electric Scooter,94.5,Hyundai,Ioniq 5,2021,Government
50583,22903,Truck,67.6,Tesla,Model Y,2024,Ride-Sharing Partner
50584,27509,SUV,76,Volvo,XC40 Recharge,2018,Corporate
50585,12737,Truck,44.6,MG,ZS EV,2024,Individual
50586,12988,SUV,39,Kia,EV6,2024,Fleet
50587,28650,Electric Bike,37.9,Honda,Prologue,2018,Educational Institution
50588,20587,Minivan,53.7,Audi,e-tron,2022,Municipal Utility
50589,19508,Three-Wheeler,87.5,Tata,Tigor EV,2025,Corporate
50590,10450,Pickup,31.7,Citroën,ë-C3,2024,Delivery Service
50591,14724,Electric Scooter,48,BMW,i4,2024,Ride-Sharing Partner
50592,13302,Crossover,49.2,Mercedes-Benz,EQB,2025,Ride-Sharing Partner
50593,25538,Electric Bike,32.8,Honda,Prologue,2019,Corporate
50594,25702,Minivan,99.3,Jeep,Avenger EV,2025,Fleet
50595,26181,Pickup,31.7,Maruti Suzuki,eVX,2019,Taxi Operator
50596,24276,SUV,50,Hyundai,Kona Electric,2021,Individual
50597,19251,Minivan,38.2,Volvo,C40 Recharge,2018,Fleet
50598,13793,Luxury Sedan,62.1,Nissan,Ariya,2024,Corporate
50599,11052,Three-Wheeler,71.7,BMW,iX,2020,Taxi Operator
50600,24426,Truck,76.9,Nissan,Ariya,2021,Delivery Service
50601,14984,Compact SUV,86,Ford,F-150 Lightning,2022,Taxi Operator
50602,20842,SUV,36,BYD,e6,2022,Delivery Service
50603,26224,Electric Bike,78.1,Mahindra,eVerito,2019,Taxi Operator
50604,29503,Compact SUV,50.8,Honda,Prologue,2023,Individual
50605,27437,Electric Scooter,50.7,Tata,Punch EV,2022,Corporate
50606,15220,Hatchback,41.5,Maruti Suzuki,eVX,2023,Fleet
50607,29924,Crossover,40,Hyundai,Ioniq 5,2024,Fleet
50608,15128,Electric Scooter,91.9,Jeep,Avenger EV,2018,Government
50609,23279,Convertible,73.1,Volvo,XC40 Recharge,2025,Municipal Utility
50610,16594,Pickup,40.6,Tata,Punch EV,2020,Educational Institution
50611,19755,Electric Bike,97.2,Ford,F-150 Lightning,2020,Rental Agency
50612,15815,Compact SUV,68.9,Tesla,Model 3,2023,Rental Agency
50613,11347,Hatchback,95.5,MG,ZS EV,2021,Educational Institution
50614,29388,Crossover,38.2,BYD,Atto 3,2019,Ride-Sharing Partner
50615,21144,Compact SUV,56.2,Citroën,ë-C3,2024,Corporate
50616,11883,Luxury Sedan,65.5,Honda,Prologue,2024,Individual
50617,22334,Sedan,98.6,Kia,Soul EV,2025,Municipal Utility
50618,25701,Crossover,47.8,Nissan,Ariya,2020,Rental Agency
50619,19448,Electric Scooter,52,Volkswagen,ID.3,2022,Corporate
50620,16065,Crossover,70.3,BYD,Seal,2019,Educational Institution
50621,17481,Crossover,94.6,Maruti Suzuki,Futuro-e,2020,Delivery Service
50622,14780,Hatchback,47.5,Mahindra,eVerito,2023,Municipal Utility
50623,19365,Convertible,73.8,Skoda,Enyaq iV,2021,Municipal Utility
50624,13244,SUV,43.6,Mahindra,XUV400,2019,Government
50625,19260,Convertible,72.8,Volkswagen,ID.4,2020,Corporate
50626,20847,Luxury Sedan,87.5,Tesla,Model S,2025,Taxi Operator
50627,26654,Sedan,98.7,MG,ZS EV,2018,Taxi Operator
50628,25353,Minivan,70,Hyundai,Kona Electric,2020,Taxi Operator
50629,26706,Three-Wheeler,66.6,Mercedes-Benz,EQS,2019,Individual
50630,21008,Coupe,73,Mercedes-Benz,EQS,2021,Taxi Operator
50631,20322,Convertible,50.9,Citroën,ë-C3,2021,Delivery Service
50632,12508,Three-Wheeler,93,Citroën,ë-C3,2020,Taxi Operator
50633,25092,Van,92.7,Mahindra,BE.05,2025,Individual
50634,14664,Three-Wheeler,47.6,Volkswagen,ID.3,2024,Individual
50635,17041,Three-Wheeler,97.3,Nissan,Ariya,2021,Fleet
50636,13063,Van,56.4,Ford,Mustang Mach-E,2019,Taxi Operator
50637,16001,SUV,45.9,Audi,Q4 e-tron,2020,Corporate
50638,11325,Electric Bike,53.5,Volkswagen,ID.4,2024,Rental Agency
50639,24054,Compact SUV,33.1,Tesla,Model Y,2024,Rental Agency
50640,16519,Crossover,69.3,Ford,Mustang Mach-E,2023,Taxi Operator
50641,29966,Pickup,88.9,Tesla,Model Y,2022,Delivery Service
50642,20877,Truck,79.1,MG,Comet EV,2024,Educational Institution
50643,24952,Minivan,44.9,Tata,Punch EV,2025,Delivery Service
50644,28494,Compact SUV,50.5,Volvo,C40 Recharge,2024,Government
50645,14029,Luxury Sedan,30.1,Maruti Suzuki,eVX,2024,Government
50646,25619,Minivan,40.1,Skoda,Enyaq iV,2020,Taxi Operator
50647,17414,Pickup,87.8,MG,Comet EV,2022,Municipal Utility
50648,15089,Three-Wheeler,49.7,Jeep,Avenger EV,2024,Taxi Operator
50649,20168,Van,36.1,Mercedes-Benz,EQE,2021,Taxi Operator
50650,21094,SUV,95.3,Honda,e,2024,Ride-Sharing Partner
50651,28325,Minivan,61.9,BMW,iX,2022,Corporate
50652,18004,SUV,44.9,Volkswagen,ID.4,2022,Corporate
50653,25690,Minivan,94.3,Honda,Prologue,2024,Educational Institution
50654,18075,Van,64.1,Hyundai,Kona Electric,2023,Educational Institution
50655,16789,Convertible,47.6,Mercedes-Benz,EQS,2024,Rental Agency
50656,25023,Hatchback,38.1,Ford,Mustang Mach-E,2021,Government
50657,28489,Minivan,44.3,MG,Comet EV,2023,Ride-Sharing Partner
50658,29965,Electric Bike,82.5,Honda,Prologue,2020,Government
50659,14024,Luxury Sedan,83.5,Kia,Soul EV,2021,Individual
50660,25356,Convertible,75.1,Mercedes-Benz,EQB,2020,Government
50661,28648,Pickup,95.8,MG,Comet EV,2024,Educational Institution
50662,13314,Pickup,96.2,Nissan,Ariya,2019,Delivery Service
50663,18952,Hatchback,47.1,Volkswagen,ID.3,2019,Municipal Utility
50664,10997,Convertible,85,Citroën,ë-C3,2018,Government
50665,12505,Truck,64.5,Volvo,XC40 Recharge,2023,Government
50666,17916,Three-Wheeler,47.6,Jeep,Avenger EV,2021,Fleet
50667,17312,Electric Scooter,49.5,Mahindra,eVerito,2018,Corporate
50668,11498,Luxury Sedan,40.5,BYD,Seal,2022,Taxi Operator
50669,20395,Electric Bike,50.1,Volkswagen,ID.4,2025,Ride-Sharing Partner
50670,19037,Electric Bike,95.2,MG,Comet EV,2025,Corporate
50671,11253,Pickup,60.1,Skoda,Enyaq iV,2023,Educational Institution
50672,12382,Pickup,54.9,Mercedes-Benz,EQB,2024,Corporate
50673,24309,Van,57.3,Mahindra,BE.05,2018,Rental Agency
50674,20697,Van,35.7,Jeep,Avenger EV,2020,Fleet
50675,10750,Truck,71.8,Ford,Mustang Mach-E,2021,Corporate
50676,24432,Van,45,Hyundai,Ioniq 5,2022,Municipal Utility
50677,10597,Electric Scooter,90,Skoda,Enyaq iV,2021,Fleet
50678,17998,Compact SUV,93.9,Volkswagen,ID.4,2018,Delivery Service
50679,19070,Three-Wheeler,64.2,BMW,i4,2023,Government
50680,29294,Coupe,71.9,Kia,EV6,2019,Ride-Sharing Partner
50681,12052,Truck,40.1,Tata,Nexon EV,2024,Government
50682,19961,Luxury Sedan,30.8,Volkswagen,ID.3,2025,Municipal Utility
50683,12686,Electric Scooter,73.7,Mahindra,XUV400,2022,Delivery Service
50684,12044,Luxury Sedan,48.2,Tesla,Model 3,2025,Corporate
50685,20741,Electric Scooter,31.2,Skoda,Enyaq iV,2019,Fleet
50686,21893,Crossover,89.8,Mahindra,XUV400,2022,Corporate
50687,19110,Hatchback,90.9,Mahindra,BE.05,2020,Government
50688,23943,Sedan,87.8,Mercedes-Benz,EQE,2018,Taxi Operator
50689,17213,Convertible,30.5,Volkswagen,ID.3,2020,Municipal Utility
50690,29591,Three-Wheeler,90.2,Audi,Q8 e-tron,2019,Taxi Operator
50691,19501,Truck,77.8,Ford,Mustang Mach-E,2023,Educational Institution
50692,17645,Pickup,55,Volvo,XC40 Recharge,2019,Corporate
50693,19710,Crossover,75.9,Hyundai,Kona Electric,2023,Rental Agency
50694,14366,Crossover,89.9,Volvo,C40 Recharge,2020,Municipal Utility
50695,18107,Coupe,64.8,Volkswagen,ID.4,2020,Municipal Utility
50696,14060,Van,47.4,Volvo,C40 Recharge,2018,Individual
50697,10065,Van,40.6,Nissan,Ariya,2025,Municipal Utility
50698,14375,Pickup,42.3,Volvo,XC40 Recharge,2022,Ride-Sharing Partner
50699,21185,Van,54.2,Jeep,Avenger EV,2023,Ride-Sharing Partner
50700,13947,Hatchback,44.6,Nissan,Ariya,2023,Ride-Sharing Partner
50701,29070,Luxury Sedan,67.7,Jeep,Avenger EV,2020,Individual
50702,28820,Convertible,91.1,Kia,EV6,2024,Educational Institution
50703,21457,Sedan,70.7,Citroën,ë-C3,2020,Ride-Sharing Partner
50704,16900,Hatchback,57.1,Honda,e,2020,Educational Institution
50705,19716,Electric Bike,61.8,Maruti Suzuki,eVX,2020,Corporate
50706,17599,Convertible,87.1,Ford,Mustang Mach-E,2019,Individual
50707,28036,Three-Wheeler,48,Jeep,Avenger EV,2023,Corporate
50708,13774,Coupe,76.6,Nissan,Ariya,2019,Delivery Service
50709,18840,Three-Wheeler,43.3,Mercedes-Benz,EQB,2022,Corporate
50710,16205,Crossover,65.4,Hyundai,Ioniq 5,2022,Individual
50711,20313,Coupe,64.3,Tesla,Model Y,2025,Ride-Sharing Partner
50712,23862,Electric Bike,45.5,Volkswagen,ID.4,2024,Educational Institution
50713,26707,Truck,30.7,Mercedes-Benz,EQB,2019,Individual
50714,17038,Pickup,66.4,Tata,Punch EV,2024,Individual
50715,10109,Hatchback,76.2,Skoda,Enyaq iV,2020,Municipal Utility
50716,25601,Three-Wheeler,53.6,Hyundai,Ioniq 5,2023,Municipal Utility
50717,18493,Electric Scooter,82.7,Maruti Suzuki,Futuro-e,2019,Fleet
50718,15716,Electric Scooter,38.8,Ford,Mustang Mach-E,2025,Corporate
50719,25173,Three-Wheeler,93.1,Citroën,ë-C3,2023,Ride-Sharing Partner
50720,29115,Minivan,59.9,BYD,e6,2023,Rental Agency
50721,25050,Van,91.2,Maruti Suzuki,Futuro-e,2019,Educational Institution
50722,28094,Electric Bike,73.1,Maruti Suzuki,eVX,2025,Rental Agency
50723,26010,Convertible,82.6,Tata,Nexon EV,2021,Rental Agency
50724,18842,Van,58.5,Nissan,Ariya,2023,Fleet
50725,18677,Truck,33.8,Audi,Q4 e-tron,2020,Educational Institution
50726,13330,Convertible,95.6,Maruti Suzuki,Futuro-e,2025,Fleet
50727,22364,Sedan,60,Volvo,C40 Recharge,2024,Rental Agency
50728,16244,Coupe,34.8,Maruti Suzuki,Futuro-e,2022,Rental Agency
50729,10956,Electric Bike,39.4,BYD,Atto 3,2020,Corporate
50730,19371,Crossover,82.3,Skoda,Enyaq iV,2020,Corporate
